name;description;isPartOfCourseraPlus;subtitleLanguages;productDifficultyLevels;audiences;enrollments;partners;languages;numProductRatings;allLanguageCodes;avgProductRatings;skills
Bancos de dados e SQL para Ciência de Dados;Grande parte dos dados do mundo reside em bancos de dados. SQL (ou Structured Query Language) é uma linguagem poderosa usada para se comunicar e extrair dados de bancos de dados. Um conhecimento prático de bancos de dados e SQL é essencial se você deseja se tornar um cientista de dados.;False;['Arabic', 'Vietnamese', 'Korean', 'English'];Beginner;;2468;['IBM'];Portuguese (Brazil);19;['ar', 'vi', 'ko', 'en', 'pt'];4.526315789473684;['Statistical Programming', "Euler'S Totient Function", 'Data Management', 'SQL Server', 'Python Programming', 'Databases', 'SQL', 'Computer Programming']
Дискретная математика: подсчеты, графы, случайные блуждания;Основная цель курса — дать введение в разделы дискретной математики, важные для анализа данных.;True;[];Beginner;;2342;['HSE University'];Russian;31;['ru'];4.774193548387097;['Graph Theory', 'Statistical Programming', 'Mathematics', 'Mathematical Theory & Analysis', 'Algebra', 'Theoretical Computer Science', 'Data Analysis', 'General Statistics', 'Computer Programming', 'Graphs', 'Combinatorics', 'Bayesian Statistics', 'Discrete Mathematics', 'Applied Mathematics', 'Probability & Statistics', 'Python Programming']
More on Change and Sustainability;This is Class 2 of the MOOC Specialization, Become a Sustainable Business Change Agent.;True;['French', 'Portuguese (Portugal)', 'Russian', 'Spanish'];Beginner;;3508;['University of Colorado System'];English;50;['fr', 'pt', 'ru', 'es', 'en'];4.84;['Entrepreneurship', 'Data Visualization', 'Accounting', 'Interactive Data Visualization', 'Strategy and Operations', 'Sustainability', 'Product Management', 'Data Analysis', 'Statistical Programming', 'Design and Product', 'Computer Programming', 'Python Programming']
Django Features and Libraries;In this course, you will learn how to build Django-based web applications suitable for use by end users.  You will learn about cookies, sessions, and authentication processes in Django.  You will build navigation into your applications and explore ways to easily improve the look and feel of Django applications.  You will begin to develop a simple application to support a classified ads website that will walk you through many of the issues and techniques that you encounter in website development.  You will also learn how to move an application from development to production.;True;['Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Arabic', 'French'];Intermediate;;17088;['University of Michigan'];English;244;['pt', 'it', 'vi', 'de', 'ru', 'es', 'ar', 'fr', 'en'];4.836065573770492;['Application Development', 'Web Development', 'Other Web Frameworks', 'Modeling', 'Django (Web Framework)', 'Web', 'Programming Principles', 'Databases', 'Software Engineering', 'Computer Programming', 'Python Programming']
Combinatorics and Probability;Counting is one of the basic mathematically related tasks we encounter on a day to day basis. The main question here is the following. If we need to count something, can we do anything better than just counting all objects one by one? Do we need to create a list of all phone numbers to ensure that there are enough phone numbers for everyone? Is there a way to tell that our algorithm will run in a reasonable time before implementing and actually running it? All these questions are addressed by a mathematical field called Combinatorics.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Chinese (China)', 'Greek', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Beginner;;35782;['University of California San Diego', 'HSE University'];English;777;['ar', 'fr', 'pt', 'zh', 'el', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.601029601029601;['Research and Design', 'Computational Logic', 'Probability Theory', 'Statistical Programming', 'Mathematical Theory & Analysis', 'Entrepreneurship', 'Bayesian Statistics', 'Leadership and Management', 'Markov Model', 'Theoretical Computer Science', 'Machine Learning', 'Combination', 'General Statistics', 'Problem Solving', 'Mathematics', 'Python Programming', 'Computer Programming', 'Probability', 'Permutations', 'Combinatorics', 'Randomness', 'Probability Distribution', 'Probability & Statistics']
Building AI Applications with Watson APIs;A learner will be able to write an application that leverages multiple Watson AI services (Discovery, Speech to Text, Assistant, and Text to Speech). By the end of the course, they’ll learn best practices of combining Watson services, and how they can build interactive information retrieval systems with Discovery + Assistant.;False;['French', 'Portuguese (Portugal)', 'Korean', 'Russian', 'Spanish'];Intermediate;;11616;['IBM'];English;576;['fr', 'pt', 'ko', 'ru', 'es', 'en'];4.260416666666667;['Python Programming', 'IBM Cloud', 'Statistical Programming', 'Application Programming Interfaces', 'Cloud Computing', 'Cloud API', 'Computer Programming']
ML Pipelines on Google Cloud;In this course, you will be learning from ML Engineers and Trainers who work with the state-of-the-art development of ML pipelines here at Google Cloud.  The first few modules will cover about TensorFlow Extended (or TFX), which is Google’s production machine learning platform based on TensorFlow for management of ML pipelines and metadata. You will learn about pipeline components and pipeline orchestration with TFX. You will also learn how you can automate your pipeline through continuous integration and continuous deployment, and how to manage ML metadata.;True;[];Advanced;;4310;['Google Cloud'];English;27;['en'];3.740740740740741;['Computer Graphics', 'Computer Networking', 'Machine Learning', 'Statistical Programming', 'Deep Learning', 'Network Security', 'Security Engineering', 'Computer Programming', 'Python Programming', 'Software Engineering', 'Security Strategy', 'Extract, Transform, Load', 'Applied Machine Learning', 'Agile Software Development', 'Continuous Training', 'Composite Artifact Colors', 'Data Management']
Building Deep Learning Models with TensorFlow;The majority of data in the world is unlabeled and unstructured. Shallow neural networks cannot easily capture relevant structure in, for instance, images, sound, and textual data. Deep networks are capable of discovering hidden structures within this type of data. In this course you’ll use TensorFlow library to apply deep learning to different data types in order to solve real world problems.;False;['French', 'Portuguese (Portugal)', 'Russian', 'Spanish'];Intermediate;;12453;['IBM'];English;579;['fr', 'pt', 'ru', 'es', 'en'];4.362694300518135;['Tensorflow', 'Statistical Programming', 'Computer Vision', 'Artificial Neural Networks', 'Deep Learning', 'Natural Language Processing', 'Python Programming', 'Machine Learning', 'Autoencoder', 'Recurrent Neural Network', 'Applied Machine Learning', 'Machine Learning Algorithms', 'Computer Programming']
Getting Started with Data Warehousing and BI Analytics;Data is one of an organization’s most valuable commodities. But how can organizations best use their data? And how does the organization determine which data is the most recent, accurate, and useful for business decision making at the highest level? ;False;[];Beginner;;681;['IBM'];English;2;['en'];3;['Big Data Analytics', 'Data Management', 'Computational Thinking', 'Distributed Computing Architecture', 'Big Data', 'Extract, Transform, Load', 'Computer Programming', 'English Language', 'Python Programming', 'Data Warehousing', 'Information Engineering', 'Computer Architecture', 'Theoretical Computer Science']
Number Theory and Cryptography;We all learn numbers from the childhood. Some of us like to count, others hate it, but any person uses numbers everyday to buy things, pay for services, estimated time and necessary resources. People have been wondering about numbers’ properties for thousands of years. And for thousands of years it was more or less just a game that was only interesting for pure mathematicians. Famous 20th century mathematician G.H. Hardy once said “The Theory of Numbers has always been regarded as one of the most obviously useless branches of Pure Mathematics”. Just 30 years after his death, an algorithm for encryption of secret messages was developed using achievements of number theory. It was called RSA after the names of its authors, and its implementation is probably the most frequently used computer program in the word nowadays. Without it, nobody would be able to make secure payments over the internet, or even log in securely to e-mail and other personal services. In this short course, we will make the whole journey from the foundation to RSA in 4 weeks. By the end, you will be able to apply the basics of the number theory to encrypt and decrypt messages, and to break the code if one applies RSA carelessly. You will even pass a cryptographic quest!;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Greek', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Beginner;;29524;['University of California San Diego', 'HSE University'];English;511;['ar', 'fr', 'pt', 'el', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.530332681017613;['Cryptography', 'Statistical Programming', 'Theoretical Computer Science', 'Mathematical Theory & Analysis', 'Mathematics', 'Number Theory', 'Security Engineering', 'Algorithms', 'Numbers (Spreadsheet)', 'Algebra', 'Microarchitecture', 'Combinatorics', 'Computer Architecture', 'Computer Programming', 'Python Programming']
Discrete Math and Analyzing Social Graphs;The main goal of this course is to introduce topics in Discrete Mathematics relevant to Data Analysis.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Mixed;;29545;['HSE University'];English;442;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.445701357466064;['Machine Learning', 'Mathematical Theory & Analysis', 'Statistical Programming', 'Combinatorics', 'Mathematics', 'Graphs', 'Theoretical Computer Science', 'Graph Theory', 'Algebra', 'Computer Programming', 'General Statistics', 'Algorithms', 'Computational Logic', 'Probability', 'Python Programming', 'Applied Mathematics', 'Data Structures', 'Discrete Mathematics', 'Probability & Statistics']
Browser-based Models with TensorFlow.js;Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.;False;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;31680;['DeepLearning.AI'];English;838;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.736276849642005;['Tensorflow', 'Statistical Programming', 'Javascript', 'Machine Learning', 'Python Programming', 'Web Development', 'Deep Learning', 'Applied Machine Learning', 'Web Browsers', 'Computer Programming']
AI Workflow: Business Priorities and Data Ingestion;This is the first course of a six part specialization.  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.;False;[];Intermediate;;4389;['IBM'];English;141;['en'];4.283687943262412;['Research and Design', 'Ingestion', 'Statistical Programming', 'Combinatorics', 'Entrepreneurship', 'Leadership and Management', 'Probability & Statistics', 'Strategy and Operations', 'General Statistics', 'Business Process Management', 'Computer Programming', 'Problem Solving', 'Mathematics', 'Python Programming', 'Sparse Matrices', 'Organizational Development', 'Matrices', 'Business Psychology']
AI Capstone Project with Deep Learning;In this capstone, learners will apply their deep learning knowledge and expertise to a real world challenge.  They will use a library of their choice to develop and test a deep learning model. They will load and pre-process data for a real problem, build the model and validate it. Learners  will then present a project report to demonstrate the validity of their model and their proficiency in the field of Deep Learning.;False;['French', 'Portuguese (Portugal)', 'Russian', 'Spanish'];Advanced;;9422;['IBM'];English;359;['fr', 'pt', 'ru', 'es', 'en'];4.515320334261839;['Keras', 'Data Analysis', 'Deep Learning', 'Data Visualization', 'Statistical Programming', 'Python Programming', 'Machine Learning', 'Machine Learning Algorithms', 'Computer Programming']
Applied AI with DeepLearning;>>> By enrolling in this course you agree to the End User License Agreement as set out in the FAQ.  Once enrolled you can access the license in the Resources area <<<;False;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Advanced;;47477;['IBM'];English;1035;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.398067632850242;['Keras', 'Data Management', 'Statistical Programming', 'Computer Vision', 'Machine Learning Software', 'Artificial Neural Networks', 'Big Data', 'Deep Learning', 'Python Programming', 'Machine Learning', 'Computer Programming', 'Natural Language Processing', 'Applied Machine Learning']
Fundamentals of Machine Learning for Supply Chain;This course will teach you how to leverage the power of Python to understand complicated supply chain datasets. Even if you are not familiar with supply chain fundamentals, the rich data sets that we will use as a canvas will help orient you with several Pythonic tools and best practices for exploratory data analysis (EDA). As such, though all datasets are geared towards supply chain minded professionals, the lessons are easily generalizable to other use cases.;True;[];Beginner;;536;['LearnQuest'];English;12;['en'];4;['Supply Chain Analytics', 'Statistical Programming', 'Demand Forecasting', 'Data Analysis', 'Theoretical Computer Science', 'Python Programming', 'Supply Chain and Logistics', 'Supply Chain Systems', 'Machine Learning', 'Data Management', 'Herbaria', 'Forecasting', 'Computer Programming', 'Probability & Statistics']
Laboratório de Programação Orientada a Objetos - Parte 1;Este curso apresenta os conceitos mais importantes em torno do paradigma de desenvolvimento mais comum da indústria de software hoje: a Programação Orientação a Objetos (POO).;True;[];Intermediate;;3001;['Universidade de São Paulo'];Portuguese (Brazil);44;['pt'];4.818181818181818;['System Programming', 'Software Framework', 'Operating Systems', 'Software Testing', 'Theoretical Computer Science', 'Machine Learning', 'Statistical Programming', 'Computer Programming Tools', 'Strategy and Operations', 'Programming Principles', 'Computational Thinking', 'Software Engineering', 'Python Programming', 'Java Programming', 'Software Architecture', 'Mobile Development', 'Software Design Pattern', 'Project Management', 'Computer Programming', 'Applied Machine Learning', 'Agile Software Development']
Wearable Technologies and Sports Analytics;Sports analytics now include massive datasets from athletes and teams that quantify both training and competition efforts.  Wearable technology devices are being worn by athletes everyday and provide considerable opportunities for an in-depth look at the stress and recovery of athletes across entire seasons.  The capturing of these large datasets has led to new hypotheses and strategies regarding injury prevention as well as detailed feedback for athletes to try and optimize training and recovery.;True;[];Intermediate;;652;['University of Michigan'];English;3;['en'];5;['Sports', 'Exercise', 'Data Analysis', 'Probability & Statistics', 'Epidemiology', 'Sports Analytics', 'Python Programming']
Big Data Integration and Processing;At the end of the course, you will be able to:;True;['Italian', 'Vietnamese', 'Korean', 'German', 'Russian', 'Spanish', 'Arabic', 'French', 'Portuguese (Portugal)'];Beginner;;64357;['University of California San Diego'];English;2295;['it', 'vi', 'ko', 'de', 'ru', 'es', 'ar', 'fr', 'pt', 'en'];4.421350762527233;['Statistical Programming', 'Computer Architecture', 'Apache', 'Distributed Computing Architecture', 'PostgreSQL', 'Big Data', 'Python Programming', 'Apache Spark', 'Data Architecture', 'Mongodb', 'Database Administration', 'Databases', 'Computer Programming', 'NoSQL', 'Data Management']
Perform data science with Azure Databricks;In this course, you will learn how to harness the power of Apache Spark and powerful clusters running on the Azure Databricks platform to run data science workloads in the cloud.;True;[];Intermediate;;208;['Microsoft'];English;1;['en'];5;['Computer Networking', 'Apache', 'Statistical Programming', 'Computer Architecture', 'Computer Security Models', 'Hardware Design', 'Machine Learning', 'Data Science', 'Cloud Computing', 'Mathematics', 'Systems Design', 'Theoretical Computer Science', 'Operating Systems', 'Programming Principles', 'Computational Thinking', 'Software Engineering', 'SQL', 'Distributed Computing Architecture', 'Extract, Transform, Load', 'User Experience', 'Software Engineering Tools', 'Network Model', 'Databases', 'Computer Programming Tools', 'Load Store Unit (Computing)', 'Graphics Software', 'Data Management', 'Security Engineering', 'Microsoft Azure', 'Computer Graphics', 'Apache Zookeeper', 'Python Programming', 'R Programming', 'Human Computer Interaction', 'Computer Programming']
Using JavaScript, JQuery, and JSON in Django;In this final course, we'll look at the JavaScript language and how it supports the Object-Oriented pattern, with a focus on the unique aspects of JavaScript's approach to OO. We'll provide an introduction to the jQuery library, which is widely used for in-browser manipulation of the Document Object Model (DOM) and event handling. You'll also learn about JavaScript Object Notation (JSON), which is commonly used as a syntax to exchange data between code running on the server (i.e., in Django) and code running in the browser (JavaScript/jQuery). You will continue to develop your classified ads application, adding features that make use of JavaScript, JQuery, and JSON.  This course assumes you have completed the first three courses in the specialization.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;17488;['University of Michigan'];English;194;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.77319587628866;['Application Development', 'Other Web Frameworks', 'Web', 'Software Architecture', 'Programming Principles', 'Django (Web Framework)', 'Json', 'Software Engineering', 'Computer Programming', 'Javascript', 'Python Programming', 'Jquery', 'Web Development', 'Computer Programming Tools']
Device-based Models with TensorFlow Lite;Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.;False;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;17842;['DeepLearning.AI'];English;502;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.673306772908367;['Python Programming', 'Tensorflow', 'Statistical Programming', 'Mobile Development', 'Computer Programming', 'Deep Learning', 'Computer Architecture', 'Machine Learning', 'Theoretical Computer Science', 'Microarchitecture', 'Applied Machine Learning', 'Android Development']
البرمجة للجميع - بدء استخدام بايثون;تهدف هذه الدورة إلى تعليم الجميع أساسيات برمجة أجهزة الكمبيوتر باستخدام بايثون. إننا نغطي أساسيات كيفية إنشاء برنامج من سلسلة من التعليمات البسيطة في بايثون. لا يوجد متطلبات مسبقة للدورة التدريبية وهي لا تستخدم سوى أبسط قواعد الرياضيات. يجب أن يتمكن أي شخص لديه خبرة معتدلة في الكمبيوتر من إتقان المواد في هذه الدورة. تغطي هذه الدورة الفصول من 1 إلى 5 بالكتاب المقرر "بايثون للجميع". بمجرد إكمال الطالب للدورة التدريبية، سيكون جاهزًا لأخذ دورات تدريبية في البرمجة أكثر تقدمًا. تغطي هذه الدورة التدريبية بايثون 3.;True;['French', 'Portuguese (Portugal)', 'Chinese (China)', 'Italian', 'Vietnamese', 'Korean', 'German', 'Russian', 'Turkish', 'English', 'Spanish'];Mixed;;6498;['University of Michigan'];Arabic;36;['fr', 'pt', 'zh', 'it', 'vi', 'ko', 'de', 'ru', 'tr', 'en', 'es', 'ar'];4.722222222222222;['Statistical Programming', 'Python Programming', 'Computer Programming']
Initiation à la programmation (en C++);Ce cours initie aux bases de la programmation en utilisant le langage C++ : variables, boucles, fonctions, ...;True;['English'];Beginner;;37027;['École Polytechnique Fédérale de Lausanne'];French;375;['en', 'fr'];4.776;['Python Programming', 'C Programming Language Family', 'Statistical Programming', 'Account Management', 'Big Data', 'Machine Learning', 'Sales', 'Distributed Computing Architecture', 'Deep Learning', 'Algorithms', 'Computer Architecture', 'Theoretical Computer Science', 'Data Management', 'Computer Programming', 'Other Programming Languages', 'Applied Machine Learning', 'Data Structures', 'Computer Program']
C++程序设计;北京大学《C++程序设计》这门课将向你讲授C++程序设计有关的概念和语法，使你能够使用C++语言，以面向对象的方法编写可维护性、可扩充性好的，较大规模的程序。我们建议你在开始本课程之前已经熟悉了C语言和基本程设编写。这门课则将带你掌握C++语言中类、对象、运算符重载、继承、多态等面向对象的程序设计方法，以及模板、标准模板库STL等泛型程序设计的机制，体会和领悟面向对象程序设计方法和泛型程序设计方法的优势。;True;[];Mixed;;39066;['Peking University'];Chinese (China);799;['zh'];4.740926157697121;['Statistical Programming', 'Theoretical Computer Science', 'Artificial Neural Networks', 'Deep Learning', 'Algorithms', 'Machine Learning', 'Python Programming', 'Computer Programming', 'Other Programming Languages']
Bases de datos y SQL para ciencia de datos;Gran parte de los datos del mundo residen en bases de datos. SQL (o lenguaje de consulta estructurado) es un lenguaje poderoso que se utiliza para comunicarse y extraer datos de bases de datos. Un conocimiento práctico de bases de datos y SQL es imprescindible si desea convertirse en un científico de datos.;False;['Arabic', 'Vietnamese', 'Korean', 'English'];Beginner;;1717;['IBM'];Spanish;22;['ar', 'vi', 'ko', 'en', 'es'];4.045454545454546;['Statistical Programming', 'SQL', 'Python Programming', 'Databases', 'Computer Programming', 'Data Management']
Moneyball and Beyond;The book Moneyball triggered a revolution in the analysis of performance statistics in professional sports, by showing that data analytics could be used to increase team winning percentage. This course shows how to program data using Python to test the claims that lie behind the Moneyball story, and to examine the evolution of Moneyball statistics since the book was published. The learner is led through the process of calculating baseball performance statistics from publicly available datasets. The course progresses from the analysis of on base percentage and slugging percentage to more advanced measures derived using the run expectancy matrix, such as wins above replacement (WAR). By the end of this course the learner will be able to use these statistics to conduct their own team and  player analyses.;True;[];Mixed;;944;['University of Michigan'];English;16;['en'];4.75;['Sports', 'Sports Analytics', 'General Statistics', 'Econometrics', 'Data Analysis', 'Python Programming', 'Hit Rate', 'Pandas', 'Business Analysis', 'Jass', 'Burn Down Chart', 'Graphic Design', 'Probability & Statistics']
Data Engineering with MS Azure Synapse Apache Spark Pools;In this course, you will learn how to perform data engineering with Azure Synapse Apache Spark Pools, which enable you to boost the performance of big-data analytic applications by in-memory cluster computing.;True;[];Intermediate;;360;['Microsoft'];English;4;['en'];3.75;['Big Data', 'Microsoft Azure', 'Python Programming', 'Human Resources', 'Data Management', 'Cloud Computing']
Image Understanding with TensorFlow on GCP;This is the third course of the Advanced Machine Learning on GCP specialization. In this course,;True;['French', 'Portuguese (Portugal)', 'Russian', 'Spanish'];Advanced;;13415;['Google Cloud'];English;504;['fr', 'pt', 'ru', 'es', 'en'];4.579365079365079;['Tensorflow', 'Statistical Programming', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'Artificial Neural Networks', 'Applied Machine Learning', 'Computer Programming', 'Convolutional Neural Network', 'Python Programming']
تحليل البيانات باستخدام بايثون;تعرف على كيفية تحليل البيانات باستخدام بايثون. تنتقل بك هذه الدورة بدءًا من أساسيات بايثون إلى استكشاف العديد من أنواع البيانات المختلفة. سوف تتعرف على كيفية إعداد البيانات للتحليل وإجراء تحليل إحصائي بسيط وإنشاء مؤثرات عرض بيانات ذات مغزى والتنبؤ بالاتجاهات المستقبلية التي يتم استنتاجها من البيانات، وغير ذلك المزيد!;False;['Vietnamese', 'Korean', 'Turkish', 'English', 'Persian'];Beginner;;275;['IBM'];Arabic;0;['vi', 'ko', 'tr', 'en', 'fa', 'ar'];;['Computer Graphics', '2.5d', 'Data Management', 'Modeling', 'Mathematics', 'Projection Matrix', 'Algebra', 'Evaluation', 'Computer Programming', 'Python Programming', 'Feature Engineering', 'Probability & Statistics']
Вводная в блокчейн;Курс разработан Финансовым университетом при Правительстве Российской Федерации.;True;[];Beginner;;1395;['National Research Tomsk State University', 'Финансовый университет при Правительстве Российской Федерации'];Russian;14;['ru'];3.857142857142857;['Statistical Programming', 'Data Analysis', 'BlockChain', 'Computer Programming', 'Python Programming', 'Finance']
Learn to Program: Crafting Quality Code;Not all programs are created equal.  In this course, we'll focus on writing quality code that runs correctly and efficiently.  We'll design, code and validate our programs and learn how to compare programs that are addressing the same task.;True;['French', 'Portuguese (Portugal)', 'Vietnamese', 'Russian', 'Spanish'];Mixed;;52381;['University of Toronto'];English;659;['fr', 'pt', 'vi', 'ru', 'es', 'en'];4.631259484066768;['Software Testing', 'Data Structures', 'Deep Learning', 'Theoretical Computer Science', 'Software Engineering', 'Programming Principles', 'Statistical Programming', 'Algorithms', 'Doctest', 'Unit Testing', 'Machine Learning', 'Data Management', 'Computer Programming', 'Python Programming']
Relational Database Administration (DBA);Ongoing and proactive management is critical to the security and performance of database management systems.;False;[];Beginner;;549;['IBM'];English;2;['en'];5;['Databases', 'Python Programming', 'Database Administration', 'Computer Networking', 'Data Management', 'Big Data', 'Distributed Computing Architecture', 'Extract, Transform, Load', 'Software Engineering', 'Database Design', 'Computer Architecture', 'Database Theory', 'Human Resources', 'Database Application', 'Computer Programming', 'Software Testing']
Data Pipelines with TensorFlow Data Services;Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.;False;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;15249;['DeepLearning.AI'];English;405;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.340740740740741;['Tensorflow', 'Machine Learning', 'Python Programming', 'Computer Programming', 'Extract']
Machine Learning e Data Mining in R;Il corso Machine Learning e Data Mining in R è rivolto a chiunque voglia avere una pratica panoramica delle tecniche di apprendimento automatico, dalle più interpretabili - come l’analisi di regressione, delle componenti principali e dei gruppi - a quelle più flessibili come le reti neurali artificiali, sia shallow che deep - e le più ricorrenti problematiche di analisi e modellazione di dati e problemi reali - come collinearità, overfitting, regolarizzazione e knowledge transfer.;True;[];Intermediate;;253;['Università di Napoli Federico II'];Italian;2;['it'];4.5;['Statistical Programming', 'Data Analysis', 'Online Machine Learning', 'Machine Learning', 'Applied Machine Learning', 'Python Programming', 'Machine Learning Algorithms', 'Data Mining']
Advanced Deployment Scenarios with TensorFlow;Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.;False;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;14656;['DeepLearning.AI'];English;381;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.73490813648294;['Machine Learning', 'Deep Learning', 'Computer Programming', 'Tensorflow', 'Python Programming', 'Applied Machine Learning', 'Statistical Programming']
Introduction to Text Mining with R;This course gives you access to the text mining techniques that are used by top data scientists from all over the world. Since most information available online in the form of text, knowing when and how to use these techniques, algorithms and models will not only give you an edge over your competition in the job market, but also allow you to see the world around you from a completely new perspective.;True;[];Beginner;;526;['HSE University'];English;0;['en'];;['Probability & Statistics', 'Scikit-Learn', 'Machine Learning', 'General Statistics', 'Data Visualization', 'Outside Sales', 'Delorme', 'Text Mining', 'Software Engineering', 'Data Analysis', 'Software Engineering Tools', 'Social Media', 'Python Programming', 'Feature Learning', 'Feature Engineering']
Data Management and Visualization;Whether being used to customize advertising to millions of website visitors or streamline inventory ordering at a small restaurant, data is becoming more integral to success. Too often, we’re not sure how use data to find answers to the questions that will make us more successful in what we do. In this course, you will discover what data is and think about what questions you have that can be answered by the data – even if you’ve never thought about data before. Based on existing data, you will learn to develop a research question, describe the variables and their relationships, calculate basic statistics, and present your results clearly. By the end of the course, you will be able to use powerful data analysis tools – either SAS or Python – to manage and visualize your data, including how to deal with missing data, variable groups, and graphs. Throughout the course, you will share your progress with others to gain valuable feedback, while also learning how your peers use data to answer their own questions.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'Korean', 'German', 'Russian', 'Spanish'];Mixed;;74929;['Wesleyan University'];English;889;['ar', 'fr', 'pt', 'it', 'vi', 'ko', 'de', 'ru', 'es', 'en'];4.422947131608549;['Analysis', 'Probability & Statistics', 'Data Analysis', 'Python Programming', 'Computer Programming', 'Data Management']
Capstone Project: Predicting Safety Stock;In this course, we'll make predictions on product usage and calculate optimal safety stock storage. We'll start with a time series of shoe sales across multiple stores on three different continents. To begin, we'll look for unique insights and other interesting things we can find in the data by performing groupings and comparing products within each store. Then, we'll use a seasonal autoregressive integrated moving average (SARIMA) model to make predictions on future sales. In addition to making predictions, we'll analyze the provided statistics (such as p-score) to judge the viability of using the SARIMA model to make predictions. Then, we'll tune the hyper-parameters of the model to garner better results and higher statistical significance. Finally, we'll make predictions on safety stock by looking to the data for monthly usage predictions and calculating safety stock from the formula involving lead times.;True;[];Intermediate;;154;['LearnQuest'];English;2;['en'];4;['System Programming', 'Supply Chain Analytics', 'Sales Systems', 'Demand Forecasting', 'Sales', 'Supply Chain Systems', 'Supply Chain and Logistics', 'Supply Chain', 'Inventory Management', 'Forecasting', 'Machine Learning', 'General Statistics', 'Feature Engineering', 'Machine Learning Algorithms', 'Strategy and Operations', 'Probability & Statistics', 'Python Programming']
Exploring NCAA Data with BigQuery;BigQuery is Google's fully managed, NoOps, low-cost analytics database. With BigQuery you can query terabytes and terabytes of data without managing infrastructure or needing a database administrator. BigQuery uses SQL and takes advantage of the pay-as-you-go model. BigQuery allows you to focus on analyzing data to find meaningful insights.;True;[];Beginner;;539;['Google Cloud'];English;5;['en'];4.8;['Statistical Analysis', 'Machine Learning', 'Writing', 'Statistical Programming', 'SQL', 'Machine Learning Software', 'Web Development', 'Probability & Statistics', 'Computer Programming', 'Computer Architecture', 'Databases', 'Python Programming', 'Communication', 'Database Application', 'Distributed Computing Architecture', 'Row (Database)', 'Data Visualization Software', 'Data Management', 'Varchar']
Improve Your Java Code Using Amazon CodeGuru;Learn how to use Amazon CodeGuru Reviewer to automatically identify issues and vulnerabilities to improve your code quality with Improve your Python Code using Amazon CodeGuru. This course is designed for Python developers who are interested in learning how to use CodeGuru Reviewer to save time and improve their code review process.;True;[];Intermediate;;593;['Amazon Web Services'];English;3;['en'];5;['Computer Graphics', 'Computer Networking', 'Statistical Programming', 'Theoretical Computer Science', 'Systems Design', 'Human Factors (Security)', 'Network Security', 'NoSQL', 'Software Testing', 'SQL', 'DevOps', 'Design and Product', 'Security Engineering', 'Software Engineering', 'Network Model', 'Web Development', 'Cloud Computing', 'Graphics Software', 'Graphic Design', 'Python Programming', 'Computer Programming', 'Decompilers', 'Databases', 'Product Design', 'Operating Systems']
